DATE,OBS,TIME,LOCATION,SNAME,SEX,AGE CLASS,TOTAL,Face,Head,UpperBack,MidBack,LowerBack,Ventrum,Cape,Shoulder,UpperArmElbow,Forearm,WristHand,Flank,Hip,HindLeg,ThighKnee,LowerLeg,AnkleFoot,Hindquarter,ProximalTail,MidTail,DistalTail
6/11/17,BL,13:15:32 pm,UNKNOWN,P=N,M,A,4,,,,,,,,,,,,4,,,,,,,,,
10/11/17,BL,12:57:20,UNKNOWN,BAN,M,A,1,,,,,1,,,,,,,,,,,,,,,,
10/11/17,BL,9:01:28,UNKNOWN,REN,F,A,0,,,,,,,,,,,,,,,,,,,,,
10/11/17,BL,9:45:48,UNKNOWN,REN,F,A,0,,,,,,,,,,,,,,,,,,,,,
10/11/17,BL,13:33:46 pm,UNKNOWN,ZIO,F,A,0,,,,,,,,,,,,,,,,,,,,,
11/11/17,BL,13:15:32 pm,UNKNOWN,ANU,F,A,0,,,,,,,,,,,,,,,,,,,,,
11/11/17,BL,15:22:43 pm,UNKNOWN,LOG,M,A,1,,,,,,,,,,,,,,,1,,,,,,
11/11/17,BL,9:03:47,UNKNOWN,TRO,F,A,0,,,,,,,,,,,,,,,,,,,,,
12/11/17,BL,11:55:47,UNKNOWN,ACO,F,A,1,,,,,,,,,,,,,,,,,,,,,1
12/11/17,BL,12:29:16,UNKNOWN,ANG,F,A,0,,,,,,,,,,,,,,,,,,,,,
12/11/17,BL,14:17:28 pm,UNKNOWN,PTO,M,A,6,,,,6,,,,,,,,,,,,,,,,,
12/11/17,BL,14:41:05 pm,UNKNOWN,TIP,F,A,3,,,2,1,,,,,,,,,,,,,,,,,
13/11/2017,BL,12:13:14,UNKNOWN,ART,F,A,18,,,,,,2,,,4,,,,,,12,,,,,,
13/11/2017,BL,10:48:30,UNKNOWN,REN,F,A,4,,,1,,,,,,,,2,,,,1,,,,,,
13/11/2017,BL,11:15:07,UNKNOWN,RHE,F,A,1,,,,1,,,,,,,,,,,,,,,,,
13/11/2017,BL,8:58:32,UNKNOWN,ROG,F,A,0,,,,,,,,,,,,,,,,,,,,,
18/11/2017,BL,16:34:57 pm,UNKNOWN,GIR,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/11/2017,BL,12:42:41 PM,MAIN ROAD,PAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/11/2017,BL,12:42:50 PM,MAIN ROAD,PEN,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/11/2017,BL,12:43:05 PM,MAIN ROAD,PEP,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/11/2017,BL,12:43:25 PM,MAIN ROAD,YOK,M,A,0,,,,,,,,,,,,,,,,,,,,,
28/11/2017,BL,9:29:47 AM,NORWAY,LAK,F,A,0,,,,,,,,,,,,,,,,,,,,,
28/11/2017,BL,9:29:59 AM,NORWAY,TSE,F,A,0,,,,,,,,,,,,,,,,,,,,,
30/11/2017,BL,11:01:24 AM,BUS STOP,SIN,F,A,0,,,,,,,,,,,,,,,,,,,,,
30/11/2017,BL,11:01:09 AM,MAIN ROAD,SEN,F,A,0,,,,,,,,,,,,,,,,,,,,,
30/11/2017,BL,11:01:15 AM,MAIN ROAD,SEQ,F,A,0,,,,,,,,,,,,,,,,,,,,,
30/11/2017,BL,11:01:40 AM,ROAD CLIFF,BHA,M,A,0,,,,,,,,,,,,,,,,,,,,,
30/11/2017,BL,11:02:07 AM,ROAD CLIFF,SAH,F,A,0,,,,,,,,,,,,,,,,,,,,,
1/12/17,BL,11:29:32 AM,MAIN ROAD,GIR,F,A,0,,,,,,,,,,,,,,,,,,,,,
1/12/17,BL,11:29:19 AM,MAIN ROAD,KAR,F,A,0,,,,,,,,,,,,,,,,,,,,,
1/12/17,BL,11:29:02 AM,MAIN ROAD,LOG,M,A,0,,,,,,,,,,,,,,,,,,,,,
1/12/17,BL,11:30:14 AM,ROAD CLIFF,PTO,M,A,0,,,,,,,,,,,,,,,,,,,,,
1/12/17,BL,11:31:52 AM,ROAD CLIFF,TOP,F,A,0,,,,,,,,,,,,,,,,,,,,,
1/12/17,BL,11:31:43 AM,ROAD CLIFF,TRA,F,A,0,,,,,,,,,,,,,,,,,,,,,
1/12/17,BL,11:31:23 AM,ROAD CLIFF,TSE,F,A,0,,,,,,,,,,,,,,,,,,,,,
1/12/17,BL,11:32:21 AM,WALDEN POND,THR,F,A,0,,,,,,,,,,,,,,,,,,,,,
1/12/17,BL,11:32:12 AM,WALDEN POND,TIP,F,A,0,,,,,,,,,,,,,,,,,,,,,
11/12/17,BL,10:14:48 AM,MAIN ROAD,GIR,F,A,0,,,,,,,,,,,,,,,,,,,,,
11/12/17,BL,8:37:13 AM,MAIN ROAD,ZIO,F,A,1,1,,,,,,,,,,,,,,,,,,,,
11/12/17,BL,8:19:34 AM,ROAD CLIFF,BAN,M,A,0,,,,,,,,,,,,,,,,,,,,,
1/1/18,BL,9:26:05 AM,ROAD CLIFF,BAN,M,A,0,,,,,,,,,,,,,,,,,,,,,
1/1/18,BL,9:25:39 AM,ROAD CLIFF,HAN,F,A,0,,,,,,,,,,,,,,,,,,,,,
1/1/18,BL,9:26:17 AM,ROAD CLIFF,HIL,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/1/18,BL,8:38:40 AM,ROAD CLIFF,BHA,M,A,1,,,1,,,,,,,,,,,,,,,,,,
9/1/18,BL,8:29:06 AM,ROAD CLIFF,REV,M,A,0,,,,,,,,,,,,,,,,,,,,,
9/1/18,BL,9:07:54 AM,ROAD CLIFF,WAD,F,A,0,,,,,,,,,,,,,,,,,,,,,
9/1/18,BL,9:08:08 AM,ROAD CLIFF,WAF,F,A,0,,,,,,,,,,,,,,,,,,,,,
12/1/18,BL,9:17:20 AM,NORWAY,PTO,M,A,0,,,,,,,,,,,,,,,,,,,,,
12/1/18,BL,9:17:33 AM,NORWAY,TIP,F,A,0,,,,,,,,,,,,,,,,,,,,,
12/1/18,BL,9:17:45 AM,NORWAY,TRA,F,A,0,,,,,,,,,,,,,,,,,,,,,
12/1/18,BL,9:17:55 AM,NORWAY,TSE,F,A,0,,,,,,,,,,,,,,,,,,,,,
12/1/18,BL,10:58:19 AM,RUNWAY,RUN,F,A,0,,,,,,,,,,,,,,,,,,,,,
14/1/2018,BL,8:59:08 AM,NORWAY,PTO,M,A,0,,,,,,,,,,,,,,,,,,,,,
15/1/2018,BL,16:40:48 pm,IBIS FLATS,LAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/1/2018,BL,9:16:55 AM,ROAD CLIFF,JOK,M,A,0,,,,,,,,,,,,,,,,,,,,,
20/1/2018,BL,10:35:46 AM,ROAD CLIFF,LAK,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/1/2018,BL,10:20:54 AM,ROAD CLIFF,LAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/1/2018,BL,10:36:00 AM,ROAD CLIFF,LAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/1/2018,BL,10:19:59 AM,ROAD CLIFF,LEA,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/1/2018,BL,10:19:49 AM,ROAD CLIFF,LOR,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/1/2018,BL,9:17:06 AM,ROAD CLIFF,LOX,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/1/2018,BL,9:19:59 AM,MAIN ROAD,RIZ,F,A,0,,,,,,,,,,,,,,,,,,,,,
23/1/2018,BL,9:42:31 AM,TUSSOCKS,BAN,M,A,1,,,,1,,,,,,,,,,,,,,,,,
23/1/2018,BL,9:43:00 AM,TUSSOCKS,HAN,F,A,0,,,,,,,,,,,,,,,,,,,,,
23/1/2018,BL,9:43:11 AM,TUSSOCKS,HIL,F,A,0,,,,,,,,,,,,,,,,,,,,,
23/1/2018,BL,9:43:38 AM,TUSSOCKS,HUC,F,A,0,,,,,,,,,,,,,,,,,,,,,
23/1/2018,BL,9:42:42 AM,TUSSOCKS,MOS,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/1/2018,BL,9:21:47 AM,NORWAY,SWO,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/1/2018,BL,9:22:17 AM,NORWAY,SYB,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/1/2018,BL,11:22:11 AM,RUNWAY,SOM,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/1/2018,BL,11:07:45 AM,TUSSOCKS,SIN,F,A,1,,1,,,,,,,,,,,,,,,,,,,
30/1/2018,BL,9:06:14 AM,NORWAY,LAK,F,A,0,,,,,,,,,,,,,,,,,,,,,
30/1/2018,BL,9:39:13 AM,NORWAY,LAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
30/1/2018,BL,9:39:22 AM,NORWAY,LEA,F,A,0,,,,,,,,,,,,,,,,,,,,,
30/1/2018,BL,9:06:04 AM,NORWAY,LOR,F,A,0,,,,,,,,,,,,,,,,,,,,,
30/1/2018,BL,9:06:24 AM,NORWAY,LOX,F,A,0,,,,,,,,,,,,,,,,,,,,,
3/2/18,BL,11:43:58 AM,HYENA ALLEY,SIN,F,A,0,,,,,,,,,,,,,,,,,,,,,
3/2/18,BL,12:22:03 PM,INLAND SOUTH,SAH,F,A,0,,,,,,,,,,,,,,,,,,,,,
3/2/18,BL,11:09:49 AM,NORWAY,BHA,M,A,1,,,,1,,,,,,,,,,,,,,,,,
3/2/18,BL,10:17:30 AM,NORWAY,P=N,M,A,0,,,,,,,,,,,,,,,,,,,,,
3/2/18,BL,8:48:49 AM,NORWAY,RAF,F,A,0,,,,,,,,,,,,,,,,,,,,,
3/2/18,BL,8:48:57 AM,NORWAY,RAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
3/2/18,BL,10:17:17 AM,NORWAY,REN,F,A,0,,,,,,,,,,,,,,,,,,,,,
3/2/18,BL,9:49:34 AM,NORWAY,RHE,F,A,0,,,,,,,,,,,,,,,,,,,,,
3/2/18,BL,11:23:29 AM,NORWAY,SEN,F,A,0,,,,,,,,,,,,,,,,,,,,,
6/2/18,BL,11:03:44 AM,HYENA ALLEY,WAN,F,A,0,,,,,,,,,,,,,,,,,,,,,
6/2/18,BL,11:04:01 AM,HYENA ALLEY,WAS,F,A,0,,,,,,,,,,,,,,,,,,,,,
6/2/18,BL,8:21:43 AM,NORWAY,BAN,M,A,0,,,,,,,,,,,,,,,,,,,,,
6/2/18,BL,8:51:48 AM,NORWAY,HAN,F,A,0,,,,,,,,,,,,,,,,,,,,,
6/2/18,BL,9:13:18 AM,NORWAY,HIL,F,A,0,,,,,,,,,,,,,,,,,,,,,
6/2/18,BL,9:13:06 AM,NORWAY,HUC,F,A,0,,,,,,,,,,,,,,,,,,,,,
6/2/18,BL,9:53:04 AM,NORWAY,WAD,F,A,0,,,,,,,,,,,,,,,,,,,,,
6/2/18,BL,10:20:53 AM,NORWAY,WAF,F,A,0,,,,,,,,,,,,,,,,,,,,,
8/2/18,BL,10:40:28 AM,BUS STOP,LOX,F,A,0,,,,,,,,,,,,,,,,,,,,,
8/2/18,BL,10:57:36 AM,MAIN ROAD,JOK,M,A,5,,,,,,,5,,,,,,,,,,,,,,
8/2/18,BL,10:34:24 AM,MAIN ROAD,LEA,F,A,0,,,,,,,,,,,,,,,,,,,,,
8/2/18,BL,11:22:47 AM,MAIN ROAD,PTO,M,A,0,,,,,,,,,,,,,,,,,,,,,
8/2/18,BL,11:36:29 AM,MAIN ROAD,THR,F,A,0,,,,,,,,,,,,,,,,,,,,,
8/2/18,BL,11:56:07 AM,MAIN ROAD,TIP,F,A,0,,,,,,,,,,,,,,,,,,,,,
8/2/18,BL,12:15:36 PM,MAIN ROAD,TOP,F,A,0,,,,,,,,,,,,,,,,,,,,,
8/2/18,BL,12:37:32 PM,MAIN ROAD,TRO,F,A,0,,,,,,,,,,,,,,,,,,,,,
8/2/18,BL,12:39:07 PM,MAIN ROAD,TSE,F,A,0,,,,,,,,,,,,,,,,,,,,,
8/2/18,BL,9:34:44 AM,ROAD CLIFF,LAK,F,A,0,,,,,,,,,,,,,,,,,,,,,
8/2/18,BL,9:57:35 AM,ROAD CLIFF,LAM,F,A,1,,,,1,,,,,,,,,,,,,,,,,
9/2/18,BL,9:03:12 AM,NORWAY,BHA,M,A,0,,,,,,,,,,,,,,,,,,,,,
9/2/18,BL,9:29:19 AM,NORWAY,SAH,F,A,0,,,,,,,,,,,,,,,,,,,,,
9/2/18,BL,9:43:15 AM,NORWAY,SEN,F,A,0,,,,,,,,,,,,,,,,,,,,,
9/2/18,BL,8:56:26 AM,NORWAY,TSE,F,A,0,,,,,,,,,,,,,,,,,,,,,
9/2/18,BL,10:18:27 AM,TUSSOCKS,SEQ,F,A,0,,,,,,,,,,,,,,,,,,,,,
9/2/18,BL,10:24:07 AM,TUSSOCKS,SIN,F,A,0,,,,,,,,,,,,,,,,,,,,,
9/2/18,BL,11:13:15 AM,TUSSOCKS,SOM,F,A,0,,,,,,,,,,,,,,,,,,,,,
9/2/18,BL,11:13:03 AM,TUSSOCKS,SPR,F,A,0,,,,,,,,,,,,,,,,,,,,,
11/2/18,BL,12:27:25 PM,CAMP,BAB,F,A,0,,,,,,,,,,,,,,,,,,,,,
11/2/18,BL,12:27:05 PM,CAMP,MAN,M,A,0,,,,,,,,,,,,,,,,,,,,,
11/2/18,BL,12:26:37 PM,CAMP,RAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
11/2/18,BL,12:25:52 PM,RANCH DRESSING,RAF,F,A,0,,,,,,,,,,,,,,,,,,,,,
11/2/18,BL,12:26:08 PM,RANCH DRESSING,REN,F,A,0,,,,,,,,,,,,,,,,,,,,,
11/2/18,BL,12:26:53 PM,RANCH DRESSING,RHE,F,A,0,,,,,,,,,,,,,,,,,,,,,
11/2/18,BL,12:26:29 PM,RANCH DRESSING,RIZ,F,A,0,,,,,,,,,,,,,,,,,,,,,
11/2/18,BL,12:27:40 PM,RAS KETEMA,BEL,F,A,0,,,,,,,,,,,,,,,,,,,,,
11/2/18,BL,12:27:50 PM,RAS KETEMA,BIN,F,A,0,,,,,,,,,,,,,,,,,,,,,
11/2/18,BL,12:55:22 PM,RAS KETEMA,HAN,F,A,0,,,,,,,,,,,,,,,,,,,,,
11/2/18,BL,12:24:18 PM,ROAD CLIFF,P=N,M,A,0,,,,,,,,,,,,,,,,,,,,,
11/2/18,BL,12:24:41 PM,ROAD CLIFF,RUN,F,A,0,,,,,,,,,,,,,,,,,,,,,
12/2/18,BL,10:37:27 AM,HYENA ALLEY,BAN,M,A,0,,,,,,,,,,,,,,,,,,,,,
12/2/18,BL,8:54:39 AM,NORWAY,PTO,M,A,0,,,,,,,,,,,,,,,,,,,,,
12/2/18,BL,10:17:38 AM,NORWAY,THR,F,A,0,,,,,,,,,,,,,,,,,,,,,
12/2/18,BL,9:37:31 AM,NORWAY,TIP,F,A,0,,,,,,,,,,,,,,,,,,,,,
12/2/18,BL,9:58:01 AM,NORWAY,TOP,F,A,0,,,,,,,,,,,,,,,,,,,,,
12/2/18,BL,9:33:46 AM,NORWAY,TRO,F,A,0,,,,,,,,,,,,,,,,,,,,,
12/2/18,BL,9:15:42 AM,NORWAY,TSE,F,A,0,,,,,,,,,,,,,,,,,,,,,
12/2/18,BL,11:16:21 AM,PATH TO BERINGEA,HAN,F,A,0,,,,,,,,,,,,,,,,,,,,,
12/2/18,BL,10:55:51 AM,WAREDA HUT,MOS,F,A,0,,,,,,,,,,,,,,,,,,,,,
14/2/2018,BL,10:26:18 AM,NORWAY,P=N,M,A,0,,,,,,,,,,,,,,,,,,,,,
14/2/2018,BL,10:08:15 AM,NORWAY,RAF,F,A,0,,,,,,,,,,,,,,,,,,,,,
14/2/2018,BL,11:35:32 AM,NORWAY,RAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
14/2/2018,BL,11:40:48 AM,NORWAY,REN,F,A,0,,,,,,,,,,,,,,,,,,,,,
14/2/2018,BL,11:21:05 AM,NORWAY,RHE,F,A,0,,,,,,,,,,,,,,,,,,,,,
14/2/2018,BL,11:01:38 AM,NORWAY,RIZ,F,A,0,,,,,,,,,,,,,,,,,,,,,
14/2/2018,BL,11:01:24 AM,NORWAY,RUN,F,A,0,,,,,,,,,,,,,,,,,,,,,
14/2/2018,BL,13:20:52 pm,TUSSOCKS,GIR,F,A,0,,,,,,,,,,,,,,,,,,,,,
14/2/2018,BL,13:20:46 pm,TUSSOCKS,LOG,M,A,0,,,,,,,,,,,,,,,,,,,,,
15/2/2018,BL,13:04:09 pm,INLAND SOUTH,THR,F,A,0,,,,,,,,,,,,,,,,,,,,,
15/2/2018,BL,13:23:27 pm,INLAND SOUTH,TIP,F,A,0,,,,,,,,,,,,,,,,,,,,,
17/2/2018,BL,8:55:44 AM,ROAD CLIFF,GIR,F,A,0,,,,,,,,,,,,,,,,,,,,,
17/2/2018,BL,8:39:22 AM,ROAD CLIFF,LOG,M,A,0,,,,,,,,,,,,,,,,,,,,,
18/2/2018,BL,9:18:07 AM,OZ,PTO,M,A,0,,,,,,,,,,,,,,,,,,,,,
18/2/2018,BL,9:54:27 AM,OZ,THR,F,A,0,,,,,,,,,,,,,,,,,,,,,
18/2/2018,BL,9:56:26 AM,OZ,TIP,F,A,0,,,,,,,,,,,,,,,,,,,,,
18/2/2018,BL,10:16:32 AM,OZ,TOP,F,A,0,,,,,,,,,,,,,,,,,,,,,
18/2/2018,BL,10:42:09 AM,OZ,TRO,F,A,0,,,,,,,,,,,,,,,,,,,,,
18/2/2018,BL,10:56:07 AM,OZ,TSE,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/2/2018,BL,9:38:41 AM,OZ,REV,M,A,0,,,,,,,,,,,,,,,,,,,,,
20/2/2018,BL,9:43:16 AM,OZ,WAD,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/2/2018,BL,9:43:31 AM,OZ,WAF,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/2/2018,BL,9:43:22 AM,OZ,WAN,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/2/2018,BL,9:43:37 AM,OZ,WAS,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/2/2018,BL,10:17:04 AM,INSANITY CLIFF,BAN,M,A,0,,,,,,,,,,,,,,,,,,,,,
21/2/2018,BL,10:56:15 AM,INSANITY CLIFF,HAN,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/2/2018,BL,11:11:15 AM,INSANITY CLIFF,HIL,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/2/2018,BL,9:58:36 AM,INSANITY CLIFF,HUC,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/2/2018,BL,10:56:33 AM,INSANITY CLIFF,MOS,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/2/2018,BL,12:53:12 PM,INSANITY CLIFF,P=N,M,A,0,,,,,,,,,,,,,,,,,,,,,
23/2/2018,BL,10:18:57 AM,TUSSOCKS,GIR,F,A,0,,,,,,,,,,,,,,,,,,,,,
23/2/2018,BL,10:19:03 AM,TUSSOCKS,LOG,M,A,0,,,,,,,,,,,,,,,,,,,,,
24/2/2018,BL,7:56:29 AM,NORWAY,PTO,M,A,0,,,,,,,,,,,,,,,,,,,,,
24/2/2018,BL,8:18:57 AM,NORWAY,THR,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/2/2018,BL,8:21:24 AM,NORWAY,TIP,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/2/2018,BL,8:21:33 AM,NORWAY,TOP,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/2/2018,BL,8:21:42 AM,NORWAY,TRO,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/2/2018,BL,8:21:50 AM,NORWAY,TSE,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/2/2018,BL,10:26:34 AM,TUSSOCKS,JOK,M,A,0,,,,,,,,,,,,,,,,,,,,,
24/2/2018,BL,10:26:44 AM,TUSSOCKS,LAK,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/2/2018,BL,10:26:52 AM,TUSSOCKS,LAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/2/2018,BL,10:27:07 AM,TUSSOCKS,LEA,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/2/2018,BL,10:27:16 AM,TUSSOCKS,LOR,F,A,0,,,,,,,,,,,,,,,,,,,,,
24/2/2018,BL,10:27:23 AM,TUSSOCKS,LOX,F,A,0,,,,,,,,,,,,,,,,,,,,,
26/2/2018,BL,8:23:30 AM,DARJEELING,JOK,M,A,0,,,,,,,,,,,,,,,,,,,,,
16/3/2018,BL,10:36:17 AM,MAIN ROAD,SEQ,F,A,0,,,,,,,,,,,,,,,,,,,,,
16/3/2018,BL,9:08:04 AM,ROAD CLIFF,SOM,F,A,0,,,,,,,,,,,,,,,,,,,,,
16/3/2018,BL,9:08:12 AM,ROAD CLIFF,SPR,F,A,0,,,,,,,,,,,,,,,,,,,,,
16/3/2018,BL,10:55:57 AM,RUNWAY,SIN,F,A,0,,,,,,,,,,,,,,,,,,,,,
16/3/2018,BL,9:36:12 AM,TUSSOCKS,CED,M,A,0,,,,,,,,,,,,,,,,,,,,,
16/3/2018,BL,9:55:36 AM,TUSSOCKS,SAH,F,A,0,,,,,,,,,,,,,,,,,,,,,
16/3/2018,BL,10:21:26 AM,WALDEN POND,SEN,F,A,0,,,,,,,,,,,,,,,,,,,,,
16/3/2018,BL,9:08:19 AM,WALDEN POND,SWO,F,A,0,,,,,,,,,,,,,,,,,,,,,
16/3/2018,BL,9:18:48 AM,WALDEN POND,SYB,F,A,0,,,,,,,,,,,,,,,,,,,,,
18/3/2018,BL,9:24:46 AM,SOUTH BOARDWALK,LOG,M,A,0,,,,,,,,,,,,,,,,,,,,,
19/3/2018,BL,9:13:12 AM,CAMP ROAD,REN,F,A,0,,,,,,,,,,,,,,,,,,,,,
19/3/2018,BL,9:21:13 AM,CAMP ROAD,RHE,F,A,0,,,,,,,,,,,,,,,,,,,,,
19/3/2018,BL,10:02:08 AM,CAMP ROAD,RUN,F,A,0,,,,,,,,,,,,,,,,,,,,,
19/3/2018,BL,8:02:51 AM,ROAD CLIFF,P=N,M,A,0,,,,,,,,,,,,,,,,,,,,,
19/3/2018,BL,8:17:15 AM,ROAD CLIFF,RAF,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,13:24:37 pm,BERINGEA,P=N,M,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,13:24:37 pm,BERINGEA,RAF,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,13:24:37 pm,BERINGEA,RAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,13:24:37 pm,BERINGEA,REN,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,13:24:37 pm,BERINGEA,RHE,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,13:24:37 pm,BERINGEA,RIZ,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,13:24:37 pm,BERINGEA,RUN,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,14:53:22 pm,HILLS SOUTH OF FLATS,CEP,M,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,14:53:22 pm,HILLS SOUTH OF FLATS,THR,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,14:53:22 pm,HILLS SOUTH OF FLATS,TIP,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,14:53:22 pm,HILLS SOUTH OF FLATS,TOP,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,9:38:51 AM,NORWAY,CED,M,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,9:16:46 AM,NORWAY,LOG,M,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,9:38:59 AM,NORWAY,SAH,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,9:40:46 AM,NORWAY,SEN,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,9:39:12 AM,NORWAY,SEQ,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,9:39:51 AM,NORWAY,SIN,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,9:41:08 AM,NORWAY,SPR,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,9:41:16 AM,NORWAY,SWO,F,A,0,,,,,,,,,,,,,,,,,,,,,
20/3/2018,BL,9:41:34 AM,NORWAY,SYB,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,12:55:20 PM,CYPRESS FOREST,REV,M,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,12:55:20 PM,CYPRESS FOREST,WAD,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,12:55:20 PM,CYPRESS FOREST,WAF,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,12:55:20 PM,CYPRESS FOREST,WAS,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,15:54:39 pm,LODGE,BAN,M,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,15:54:39 pm,LODGE,HAN,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,15:54:39 pm,LODGE,HIL,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,15:54:39 pm,LODGE,HUC,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,15:54:39 pm,LODGE,MOS,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,9:43:45 AM,OZ,CEP,M,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,10:57:49 AM,OZ,P=N,M,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,10:57:49 AM,OZ,RAF,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,10:57:49 AM,OZ,RAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,10:57:49 AM,OZ,REN,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,10:57:49 AM,OZ,RHE,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,10:57:49 AM,OZ,RIZ,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,10:57:49 AM,OZ,RUN,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,9:43:45 AM,OZ,THR,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,9:43:45 AM,OZ,TIP,F,A,0,,,,,,,,,,,,,,,,,,,,,
21/3/2018,BL,9:43:45 AM,OZ,TOP,F,A,0,,,,,,,,,,,,,,,,,,,,,
22/3/2018,BL,8:57:50 AM,CRAIG CLIFF,BAN,M,A,0,,,,,,,,,,,,,,,,,,,,,
22/3/2018,BL,8:57:50 AM,CRAIG CLIFF,HAN,F,A,0,,,,,,,,,,,,,,,,,,,,,
22/3/2018,BL,8:57:50 AM,CRAIG CLIFF,HIL,F,A,0,,,,,,,,,,,,,,,,,,,,,
22/3/2018,BL,8:57:50 AM,CRAIG CLIFF,HUC,F,A,0,,,,,,,,,,,,,,,,,,,,,
22/3/2018,BL,8:57:50 AM,CRAIG CLIFF,MOS,F,A,0,,,,,,,,,,,,,,,,,,,,,
27/3/2018,BL,10:57:59 AM,INSANITY CLIFF,REV,M,A,0,,,,,,,,,,,,,,,,,,,,,
27/3/2018,BL,10:57:59 AM,INSANITY CLIFF,WAD,F,A,0,,,,,,,,,,,,,,,,,,,,,
