DATE,OBS,TIME,LOCATION,SNAME,SEX,AGE CLASS,TOTAL,Face,Head,UpperBack,MidBack,LowerBack,Ventrum,Cape,Shoulder,UpperArmElbow,Forearm,WristHand,Flank,Hip,HindLeg,ThighKnee,LowerLeg,AnkleFoot,Hindquarter,ProximalTail,MidTail,DistalTail
4/3/18,IRF,9:21:02 AM,NORWAY,BAN,M,A,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,CMM,9:01:25 AM,NORWAY,HAD,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,IRF,9:55:51 AM,NORWAY,HAN,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,CMM,9:01:37 AM,NORWAY,HIC,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,IRF,10:06:16 AM,NORWAY,HIL,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,CMM,9:15:39 AM,NORWAY,HOB,M,MJ ,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,IRF,10:25:49 AM,NORWAY,HUC,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,CMM,9:37:00 AM,NORWAY,MER,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,CMM,9:49:17 AM,NORWAY,MER,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,IRF,9:21:17 AM,NORWAY,MOS,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,IRF,12:03:15 PM,NORWAY,REN,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,IRF,11:26:21 AM,NORWAY,RUN,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,CMM,11:16:11 AM,NORWAY,TAR,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,CMM,10:32:02 AM,NORWAY,THU,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,CMM,11:36:46 AM,NORWAY,TIC,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,CMM,10:52:51 AM,NORWAY,TIN,M,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,CMM,10:55:51 AM,NORWAY,TVE,F,BLI,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,CMM,9:58:02 AM,NORWAY,ZYG,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,IRF,12:03:32 PM,TUSSOCKS,RHE,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,CMM,12:22:23 PM,TUSSOCKS,LOL,F,MJ ,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,CMM,11:59:46 AM,TUSSOCKS,TOF,F,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/3/18,CMM,12:51:08 PM,WAREDA HUT,VIC,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/4/18,CMM,9:56:50 AM,3-MILE VALLEY,WOL,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/4/18,CMM,13:02:33 pm,CRAIG CLIFF,R2D,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/4/18,CMM,11:18:02 AM,CRAIG CLIFF,TAR,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/4/18,CMM,11:50:29 AM,CRAIG CLIFF,THU,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/4/18,CMM,12:35:55 PM,CRAIG CLIFF,VIC,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/4/18,CMM,10:55:32 AM,CRAIG CLIFF,WHE,F,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/4/18,CMM,10:35:38 AM,CRAIG CLIFF,WHI,M,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/4/18,CMM,10:20:44 AM,CRAIG CLIFF,WIN,F,MJ,0,,,,,,,,,,,,,,,,,,,,,
4/4/18,CMM,9:36:35 AM,GELADA HEAD,WOO,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/4/18,CMM,9:17:08 AM,INSANITY CLIFF,WUK,M,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/5/18,CMM,9:15:50 AM,DARJEELING,HOB,M,MJ,0,,,,,,,,,,,,,,,,,,,,,
4/5/18,CMM,8:55:40 AM,DARJEELING,MER,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/5/18,IRF,9:06:13 AM,DARJEELING,PAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/5/18,IRF,9:31:41 AM,DARJEELING,PEN,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/5/18,IRF,9:56:48 AM,DARJEELING,PEP,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/5/18,IRF,9:06:26 AM,DARJEELING,YOK,M,A,0,,,,,,,,,,,,,,,,,,,,,
4/5/18,CMM,8:38:57 AM,DARJEELING,ZYG,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/5/18,CMM,9:36:25 AM,NORTH DARJEELING,HIC,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,RAS,9:27:44 AM,CRAIG CLIFF,CED,M,A,1,,,,,,,1,,,,,,,,,,,,,,
4/7/18,RAS,10:08:32 AM,CRAIG CLIFF,SEN,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,RAS,10:19:27 AM,CRAIG CLIFF,SEQ,F,A,1,,1,,,,,,,,,,,,,,,,,,,
4/7/18,RAS,11:15:18 AM,CRAIG CLIFF,SOM,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,14:35:54 pm,IBIS FLATS,BLA,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,14:55:42 pm,IBIS FLATS,BUT,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,15:26:40 pm,IBIS FLATS,GIA,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,13:55:28 pm,IBIS FLATS,HIC,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,14:16:03 pm,IBIS FLATS,HOB,M,MJ,1,,,,,,,,,,,,,,,1,,,,,,
4/7/18,CMM,15:46:04 pm,IBIS FLATS,KIM,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,15:26:12 pm,IBIS FLATS,KIM,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,13:35:31 pm,IBIS FLATS,MER,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,12:55:51 PM,IBIS FLATS,WIN,F,MJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,12:35:35 PM,IBIS FLATS,WOO,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,13:17:56 pm,IBIS FLATS,ZYG,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,9:58:48 AM,INSANITY CLIFF,RAF,F,A,1,,,,,,,,,,,,,,,,,,1,,,
4/7/18,CMM,9:59:07 AM,INSANITY CLIFF,ROB,M,MJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,9:49:57 AM,INSANITY CLIFF,ROX,F,SJ,2,,,,,,,,,,,,,,,1,1,,,,,
4/7/18,CMM,8:33:30 AM,INSANITY CLIFF,TAR,F,SJ,1,,,,,,,,,,,,,,,1,,,,,,
4/7/18,CMM,8:37:26 AM,INSANITY CLIFF,TAR,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,8:31:41 AM,INSANITY CLIFF,THU,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,9:16:05 AM,INSANITY CLIFF,TOF,F,BRI,3,,,,,,,,,,,,,,,,2,,1,,,
4/7/18,CMM,8:51:27 AM,INSANITY CLIFF,TOP,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,8:50:50 AM,INSANITY CLIFF,TRI,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,RAS,11:34:20 AM,MAIN ROAD,SPR,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,10:17:06 AM,NORWAY,R2D,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,10:14:01 AM,NORWAY,ROX,F,SJ,1,,,,,,,,,,,,,,,,,,1,,,
4/7/18,CMM,10:17:15 AM,NORWAY,RUN,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,12:15:48 PM,RUNWAY,WHI,M,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,11:55:45 AM,RUNWAY,WOL,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/7/18,CMM,11:44:17 AM,RUNWAY,WUK,M,BRI,2,,,,2,,,,,,,,,,,,,,,,,
4/7/19,NRR,9:15:49 AM,CAMP ROAD,BUN,M,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/19,NRR,11:10:40 AM,IBIS FLATS,BOW,M,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/19,NRR,12:02:24 PM,IBIS FLATS,OCE,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/19,NRR,12:21:23 PM,IBIS FLATS,OPH,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/19,NRR,14:02:06 pm,IBIS FLATS,SEI,M,BLI,0,,,,,,,,,,,,,,,,,,,,,
4/7/19,NRR,14:02:27 pm,IBIS FLATS,SEN,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/19,NRR,15:18:10 pm,IBIS FLATS,SOM,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/19,NRR,9:42:56 AM,RUNWAY,NEP,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/19,NRR,15:34:22 pm,RUNWAY,SAG,M,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/7/19,OMB,16:18:42 pm,RUNWAY,SAT,M,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/7/19,NRR,15:41:14 pm,RUNWAY,SPR,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/19,NRR,16:11:00 pm,RUNWAY,SWO,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/7/19,OMB,16:18:32 pm,RUNWAY,SYB,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/8/19,NRR,13:58:31 pm,MAIN ROAD,GID,M,A,0,,,,,,,,,,,,,,,,,,,,,
4/8/19,NRR,14:21:32 pm,MAIN ROAD,RAF,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/8/19,NRR,14:40:42 pm,RUNWAY,RAB,M,BLI,0,,,,,,,,,,,,,,,,,,,,,
4/8/19,NRR,14:31:01 pm,RUNWAY,RAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/8/19,NRR,15:07:14 pm,RUNWAY,RIQ,F,BLI,0,,,,,,,,,,,,,,,,,,,,,
4/8/19,NRR,15:06:31 pm,RUNWAY,RIZ,F,A,5,,,,,,4,,,,,,,,,,1,,,,,
4/8/19,NRR,14:44:05 pm,UNKNOWN,REN,F,A,27,,,,,,,,6,,,,,,,,5,,4,,,
4/8/19,NRR,15:26:16 pm,UNKNOWN,RWA,F,A,3,,,,,1,,,2,,,,,,,,,,,,,
4/9/18,ZLP,16:01:11 pm,BERINGEA,EGG,F,A,2,,,,,,,,,,,,,,,1,,,,1,,
4/9/18,ZLP,15:58:17 pm,BERINGEA,ENC,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/9/18,ZLP,9:00:39 AM,DARJEELING,CED,M,A,1,,1,,,,,,,,,,,,,,,,,,,
4/9/18,ZLP,9:16:10 AM,DARJEELING,SAH,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/18,ZLP,9:36:37 AM,DARJEELING,SEN,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/18,ZLP,9:22:23 AM,DARJEELING,SHO,F,LJ,0,,,,,,,,,,,,,,,,,,,,,
4/9/18,ZLP,9:09:43 AM,DARJEELING,SOC,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/9/18,ZLP,15:00:40 pm,INLAND SOUTH,BOW,M,A,2,,,,2,,,,,,,,,,,,,,,,,
4/9/18,ZLP,13:54:23 pm,INLAND SOUTH,DAE,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/9/18,ZLP,15:38:27 pm,INLAND SOUTH,EDN,F,A,6,3,2,,,,1,,,,,,,,,,,,,,,
4/9/18,ZLP,13:18:37 pm,INLAND SOUTH,LAK,F,A,11,,,1,,,,,,,1,,,,,,3,5,,1,,
4/9/18,ZLP,13:59:40 pm,INLAND SOUTH,LAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/18,ZLP,13:38:55 pm,INLAND SOUTH,LEA,F,A,10,,,,,,4,,,,1,,1,,,,4,,,,,
4/9/18,ZLP,14:16:42 pm,INLAND SOUTH,LES,F,BRI,1,,,,,,,,,,,,1,,,,,,,,,
4/9/18,ZLP,15:17:28 pm,INLAND SOUTH,LOG,M,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/18,ZLP,14:50:28 pm,INLAND SOUTH,LOL,F,MJ,0,,,,,,,,,,,,,,,,,,,,,
4/9/18,ZLP,14:16:27 pm,INLAND SOUTH,LOR,F,A,2,,,,,,2,,,,,,,,,,,,,,,
4/9/18,ZLP,14:46:17 pm,INLAND SOUTH,LOX,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/18,ZLP,13:47:42 pm,INLAND SOUTH,LUC,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/9/18,ZLP,13:47:19 pm,INLAND SOUTH,LUN,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/9/18,ZLP,14:03:05 pm,INLAND SOUTH,LUX,F,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/9/18,RAS,14:32:45 pm,INLAND SOUTH,RAM,F,A,10,,2,,1,,,,,,,,,,,4,,,,3,,
4/9/18,RAS,15:16:12 pm,INLAND SOUTH,RHE,F,A,8,,,,1,,2,,,3,2,,,,,,,,,,,
4/9/18,RAS,11:36:34 AM,MAIN ROAD,PEP,F,A,8,,,,1,,,,1,3,1,,,,,1,,,,1,,
4/9/18,ZLP,11:20:36 AM,MAIN ROAD,SWO,F,A,19,,,,,,,,,1,1,,2,,,15,,,,,,
4/9/18,ZLP,11:38:16 AM,MAIN ROAD,SYB,F,A,11,,,,,1,,,,,1,,,,,3,5,,,1,,
4/9/18,RAS,11:02:21 AM,OZ,PAL,M,BLI,0,,,,,,,,,,,,,,,,,,,,,
4/9/18,RAS,10:56:59 AM,OZ,PAM,F,A,10,,,,1,,,,,1,,,,,,,6,,2,,,
4/9/18,ZLP,10:07:29 AM,OZ,SEQ,F,A,1,,,,,,,,,,1,,,,,,,,,,,
4/9/18,ZLP,10:18:21 AM,OZ,SIN,F,A,19,,,,,,,,1,1,1,,,,,7,9,,,,,
4/9/18,ZLP,10:38:18 AM,OZ,SOM,F,A,19,,,,,,,,,7,3,,2,,,,7,,,,,
4/9/18,ZLP,10:59:21 AM,OZ,SPR,F,A,34,,,,,,,,,,4,,,,,7,20,3,,,,
4/9/18,RAS,9:36:01 AM,OZ,TIP,F,A,9,,,,,,,,,,2,,1,,,3,2,,,,1,
4/9/18,RAS,10:02:35 AM,OZ,TOF,F,BRI,5,,,2,,,,,,2,,,,,,,,,,1,,
4/9/18,RAS,10:02:35 AM,OZ,TOP,F,A,10,,,,,,,,,,,,1,,,2,5,,2,,,
4/9/18,RAS,10:16:18 AM,OZ,TRI,F,A,13,,,,,,1,,,,,,,,,3,9,,,,,
4/9/18,RAS,10:37:47 AM,OZ,YOK,M,A,19,,,,,,,11,,2,,,,,,5,,,1,,,
4/9/18,RAS,13:36:11 pm,PATH TO BERINGEA,P=N,M,A,39,,,,,,,26,,,2,,,,,11,,,,,,
4/9/18,RAS,14:02:30 pm,PATH TO BERINGEA,RAF,F,A,23,,,2,,,2,,,,4,,2,,,,13,,,,,
4/9/18,RAS,15:16:12 pm,PATH TO BERINGEA,RIZ ,F,A,7,,,1,,,,,,,,,,,,2,3,,,1,,
4/9/18,RAS,15:36:21 pm,PATH TO BERINGEA,RWA,F,A,2,,,,,,,,,,,,,,,1,,,1,,,
4/9/18,RAS,13:02:40 pm,S. WAREDA HUT,TED,M,A,8,,,,,,,3,,,,,,,,5,,,,,,
4/9/18,RAS,13:16:03 pm,S. WAREDA HUT,WYA,M,A,31,,,,,,,25,,,,,,,,5,,,,,1,
4/9/18,ZLP,12:57:15 PM,SOUTHERN TUSSOCKS,JOK,M,A,10,,,,,,,10,,,,,,,,,,,,,,
4/9/19,OMB,13:47:30 pm,MAIN ROAD,RAF,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/19,OMB,16:18:24 pm,PIT,GID,M,A,2,,,,,,,,,,,,,,,,,,,,2,
4/9/19,OMB,14:43:01 pm,RANCH DRESSING,RAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/19,NRR,9:22:49 AM,ROAD CLIFF,SAH,F,A,1,1,,,,,,,,,,,,,,,,,,,,
4/9/19,NRR,9:41:29 AM,ROAD CLIFF,SAV,F,A,2,,,,,,,,,,,,,,,,,,,,,
4/9/19,NRR,10:03:23 AM,ROAD CLIFF,SEN,F,A,5,,,,,,,,,,5,,,,,,,,,,,
4/9/19,NRR,11:25:08 AM,ROAD CLIFF,SEQ,F,A,3,,,,,,,,,,,,,,,,,,,,,
4/9/19,NRR,10:26:39 AM,ROAD CLIFF,SHO,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/19,NRR,11:02:08 AM,ROAD CLIFF,SIN,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/19,NRR,10:44:51 AM,ROAD CLIFF,SOM,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/19,NRR,11:41:18 AM,ROAD CLIFF,SPR,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/19,NRR,9:05:53 AM,ROAD CLIFF,XAN,M,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/19,OMB,14:59:10 pm,SUB PIT,REN,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/19,OMB,15:19:12 pm,THE PIT,RHE,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/19,OMB,16:02:25 pm,THE PIT,RIZ,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/9/19,OMB,15:38:02 pm,THE PIT,RIZ,F,A,1,,,,1,,,,,,,,,,,,,,,,,
4/9/19,NRR,12:02:45 PM,WALDEN POND,SWO,F,A,4,,1,,,,,,,,,,,,,,1,,,,,
4/9/19,NRR,12:23:28 PM,WALDEN POND,SYB,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/10/18,ZLP,9:56:23 AM,INLAND SOUTH,DAE,F,SJ,3,,,,,,1,,,,,,,,,1,1,,,,,
4/10/18,ZLP,9:52:54 AM,INLAND SOUTH,LAM,F,A,7,,,,,,,,,,1,,,,,5,1,,,,,
4/10/18,ZLP,9:58:36 AM,INLAND SOUTH,LOL,F,MJ,14,,,,,,2,,,,,,,,,1,10,,1,,,
4/10/18,ZLP,9:53:48 AM,INLAND SOUTH,LUX,F,A,2,,,,,,,,,,,,,,,1,,,,1,,
4/10/18,ZLP,8:56:54 AM,NORWAY,JOK,M,A,0,,,,,,,,,,,,,,,,,,,,,
4/11/17,CMM,13:22:11 pm,IBIS FLATS,GIA,F,BRI,5,,,,,,1,,4,,,,,,,,,,,,,
4/11/17,CMM,13:41:08 pm,IBIS FLATS,KIM,F,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/11/17,CMM,16:07:21 pm,IBIS FLATS,KRA,M,MJ,33,1,,,,4,1,,,3,,,,,,7,7,,7,3,,
4/11/17,CMM,15:16:02 pm,IBIS FLATS,OCE,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/11/17,CMM,14:01:18 pm,IBIS FLATS,OCT,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/11/17,CMM,14:37:25 pm,IBIS FLATS,ODI,M,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/11/17,CMM,14:16:39 pm,IBIS FLATS,OLI,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/11/17,CMM,14:57:45 pm,IBIS FLATS,ORY,F,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/11/17,CMM,11:33:53 AM,IBIS FLATS,PIE,F,SJ,3,,,,,,,,3,,,,,,,,,,,,,
4/11/17,CMM,10:58:59 AM,IBIS FLATS,VIC,M,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/11/17,CMM,9:18:04 AM,ROAD CLIFF,RIF,M,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/11/17,CMM ,8:43:21 AM,ROAD CLIFF,ROB,M,MJ,0,,,,,,,,,,,,,,,,,,,,,
4/11/17,CMM ,9:01:56 AM,ROAD CLIFF,ROM,M,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/11/17,CMM ,8:20:47 AM,ROAD CLIFF,ROX,F,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/11/17,CMM ,8:02:50 AM,ROAD CLIFF,RWA,F,MJ,1,,,1,,,,,,,,,,,,,,,,,,
4/11/17,CMM,9:41:46 AM,ROAD WOREDA HUT,REG,M,BRI,3,,1,,,,,,2,,,,,,,,,,,,,
4/11/17,CMM,10:38:56 AM,RUNWAY,VIN,M,MJ,3,,,2,,,,,,,,,,,,1,,,,,,
4/11/17,CMM,10:02:24 AM,WALDEN POND,RED,M,SJ,1,,,,1,,,,,,,,,,,,,,,,,
4/11/18,ZLP,10:16:29 AM,CAMP ROAD,LOX,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/11/18,RAS,10:53:00 AM,CAMP ROAD,REN,F,A,3,,,,,,,,,,3,,,,,,,,,,,
4/11/18,ZLP,10:46:06 AM,MAIN ROAD,CEP,M,A,8,,,,3,,,5,,,,,,,,,,,,,,
4/11/18,RAS,10:42:29 AM,MAIN ROAD,RAM,F,A,6,,,,4,,,,,,,,,,,2,,,,,,
4/11/18,RAS,11:47:57 AM,MAIN ROAD,RIZ,F,A,1,,,,1,,,,,,,,,,,,,,,,,
4/11/18,RAS,11:51:08 AM,MAIN ROAD,ROX,F,SJ,1,,,,,,,,,,,,1,,,,,,,,,
4/11/18,RAS,11:47:16 AM,MAIN ROAD,RWA,F,A,6,,3,,,,,,1,,,,,,,1,,1,,,,
4/11/18,ZLP,11:26:55 AM,MAIN ROAD,TAR,F,MJ,2,,,,,,,,,,,,,,,1,,,,1,,
4/11/18,ZLP,10:47:33 AM,MAIN ROAD,THR,F,A,7,,,3,1,1,,,,,,,,,,,,,1,1,,
4/11/18,ZLP,11:27:55 AM,MAIN ROAD,THU,F,MJ,0,,,,,,,,,,,,,,,,,,,,,
4/11/18,ZLP,11:17:13 AM,MAIN ROAD,TIP,F,A,6,,,,,,,,,,1,,,,,4,1,,,,,
4/11/18,ZLP,10:58:11 AM,MAIN ROAD,TOF,F,SJ,1,,1,,,,,,,,,,,,,,,,,,,
4/11/18,ZLP,11:47:36 AM,MAIN ROAD,TOF,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/11/18,ZLP,11:45:50 AM,MAIN ROAD,TOP,F,A,1,,,,,1,,,,,,,,,,,,,,,,
4/11/18,ZLP,12:32:19 PM,MAIN ROAD,TRI,F,A,3,,,,,,,,,,1,,,,,1,,,,1,,
4/11/18,ZLP,11:22:42 AM,MAIN ROAD,TYB,M,MJ,2,,,2,,,,,,,,,,,,,,,,,,
4/11/18,RAS,9:29:12 AM,RANCH DRESSING,PEP,F,A,2,,,,,,,,,,,,,,,,2,,,,,
4/11/18,RAS,10:07:51 AM,RANCH DRESSING,RAF,F,A,2,,,1,,,,,,,,,,,,,1,,,,,
4/11/18,RAS,9:46:45 AM,RANCH DRESSING,TED,M,A,0,,,,,,,,,,,,,,,,,,,,,
4/11/18,ZLP,9:05:54 AM,ROAD CLIFF,DAE,F,MJ,1,,,,,,,,,,,,1,,,,,,,,,
4/11/18,ZLP,8:38:55 AM,ROAD CLIFF,JOK,M,A,9,,,,,9,,,,,,,,,,,,,,,,
4/11/18,ZLP,9:06:26 AM,ROAD CLIFF,LAM,F,A,1,,,,1,,,,,,,,,,,,,,,,,
4/11/18,ZLP,9:42:09 AM,ROAD CLIFF,LEM,F,MJ,0,,,,,,,,,,,,,,,,,,,,,
4/11/18,ZLP,9:22:00 AM,ROAD CLIFF,LOL,F,MJ,0,,,,,,,,,,,,,,,,,,,,,
4/11/18,ZLP,9:19:07 AM,ROAD CLIFF,LUC,M,MJ,0,,,,,,,,,,,,,,,,,,,,,
4/11/18,ZLP,9:19:13 AM,ROAD CLIFF,LUN,F,SJ,0,,,,,,,,,,,,,,,,,,,,,
4/11/18,ZLP,9:06:46 AM,ROAD CLIFF,LUX,F,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/11/18,RAS,9:01:20 AM,ROAD CLIFF,PAL,M,BLI,0,,,,,,,,,,,,,,,,,,,,,
4/11/18,RAS,9:22:54 AM,ROAD CLIFF,PAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/11/18,RAS,8:56:58 AM,ROAD CLIFF,YOK,M,A,1,,,,,,,1,,,,,,,,,,,,,,
4/11/18,ZLP,13:17:37 pm,RUNWAY,BAB,F,A,15,,,,2,,,,,,11,1,,,,1,,,,,,
4/11/18,ZLP,13:18:16 pm,RUNWAY,BUT,F,SJ,2,,,,,,,,1,,1,,,,,,,,,,,
4/11/18,ZLP,13:23:16 pm,RUNWAY,MAN,M,A,9,,,,2,2,,5,,,,,,,,,,,,,,
4/11/19,NRR,16:41:34 pm,IBIS FLATS,TOA,M,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/11/19,NRR,16:41:16 pm,IBIS FLATS,TOP,F,A,2,,,,,,,,,,,,,,,,,,,,,
4/11/19,OMB,14:02:11 pm,MAIN ROAD,BAB,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/11/19,OMB,14:02:18 pm,MAIN ROAD,BAI,M,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/11/19,OMB,13:41:51 pm,MAIN ROAD,BIN,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/11/19,OMB,13:42:07 pm,MAIN ROAD,BLU,F,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/11/19,NRR,13:35:59 pm,MAIN ROAD,HOA,M,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/11/19,OMB,13:25:09 pm,MAIN ROAD,MAN,M,A,3,,2,,,,,1,,,,,,,,,,,,,,
4/11/19,OMB,14:22:10 pm,MAIN ROAD,PAL,M,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/11/19,OMB,14:21:34 pm,MAIN ROAD,PAM,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/11/19,NRR,13:17:00 pm,MAIN ROAD,SHA,M,A,6,,4,,,,,2,,,,,,,,,,,,,,
4/11/19,OMB,13:07:30 pm,MAIN ROAD,YOK,M,A,0,,,,,,,,,,,,,,,,,,,,,
4/11/19,NRR,13:36:56 pm,MONOLITH,HAN,F,A,1,,1,,,,,,,,,,,,,,,,,,,
4/11/19,NRR,14:00:09 pm,MONOLITH,HIL,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/11/19,NRR,13:58:52 pm,MONOLITH,HIT,M,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/11/19,NRR,14:16:21 pm,MONOLITH,HUC,F,A,0,,,,,,,,,,,,,,,,,,,,,
4/11/19,NRR,14:15:53 pm,MONOLITH,HUR,F,BRI,0,,,,,,,,,,,,,,,,,,,,,
4/11/19,OMB,9:47:21 AM,NORWAY,LAD,F,A,0,,,,,,,,,,,,,,,,,,,,,
